OBJECTID;ID;STADSDEEL;BUURT_CODE;STRAAT;EIGENAAR;BEHEERDER;ONDERHOUDER;SOORT;VOET;ZITOBJECT;AFWERKING;KLEUR;AANLEG_JAAR;STANDPLAATS;LOCATIE;LEVERANCIER;geo_shape;geo_point_2d
1985;15209;Park Meerland;1640;;BOR;BOR Stedelijk;;Flyer Eagle;Staal;Hout;Onbehandeld;Licht bruin;;Gazon;;;"{""coordinates"": [5.398423856554115, 51.443413293900264], ""type"": ""Point""}";51.443413293900264, 5.398423856554115
1987;15212;Strijp 2;1640;;BOR;BOR Stedelijk;;;Staal;Hout;Beits;Grijs;;Verharding;;;"{""coordinates"": [5.409327215972293, 51.44343613217212], ""type"": ""Point""}";51.44343613217212, 5.409327215972293
1989;15215;Strijp 2;1640;;BOR;BOR Stedelijk;;;Staal;Hout;Beits;Grijs;;Verharding;;;"{""coordinates"": [5.407939934662938, 51.44264990835757], ""type"": ""Point""}";51.44264990835757, 5.407939934662938
1993;15226;Woensel zuid;1411;;BOR;BOR Stedelijk;;;;;;;;;;;"{""coordinates"": [5.46417056419301, 51.44607857539564], ""type"": ""Point""}";51.44607857539564, 5.46417056419301
1994;15227;Tongelre;1312;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.500672821404088, 51.43946514020124], ""type"": ""Point""}";51.43946514020124, 5.500672821404088
1995;15228;Tongelre;1312;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.500810168596302, 51.43927790706693], ""type"": ""Point""}";51.43927790706693, 5.500810168596302
1996;13185;Centrum;1111;18 Septemberplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2010;Verharding;Winkel;;"{""coordinates"": [5.476955524078502, 51.44141011497198], ""type"": ""Point""}";51.44141011497198, 5.476955524078502
2008;12239;Tongelre;1321;Rustenburgstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Plein;;"{""coordinates"": [5.5130697226546905, 51.44228349221426], ""type"": ""Point""}";51.44228349221426, 5.5130697226546905
2009;12243;Tongelre;1321;Tongelresestraat;Grond en Vastgoed;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Staal;Hout;Beits;Donker bruin;2006;Verharding;Overig;Ergon;"{""coordinates"": [5.505211235383933, 51.44135377000056], ""type"": ""Point""}";51.44135377000056, 5.505211235383933
2015;9233;Stratum;1236;Menthellapad;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2012;Anders;Plein;;"{""coordinates"": [5.495276776525841, 51.422794052544354], ""type"": ""Point""}";51.422794052544354, 5.495276776525841
2016;13614;Strijp 2;1635;Waterfront;BOR;BOR Stedelijk;BOR Stedelijk;;Beton;Hout;Onbehandeld;Licht bruin;2011;Beplanting;Park;;"{""coordinates"": [5.404622663828481, 51.43757782604632], ""type"": ""Point""}";51.43757782604632, 5.404622663828481
2017;12659;Gestel;1731;Severijnpark;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.446846159340386, 51.42468341484353], ""type"": ""Point""}";51.42468341484353, 5.446846159340386
2028;14859;Begraafplaatsen;1224;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Donker bruin;;Beplanting;Park;;"{""coordinates"": [5.495267198464286, 51.408596497969185], ""type"": ""Point""}";51.408596497969185, 5.495267198464286
2029;14862;Begraafplaatsen;1224;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Donker bruin;;Beplanting;Park;;"{""coordinates"": [5.494217600481881, 51.40835997728611], ""type"": ""Point""}";51.40835997728611, 5.494217600481881
2030;14863;Begraafplaatsen;1224;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Donker bruin;;Gazon;Park;;"{""coordinates"": [5.494872172726263, 51.40876529437846], ""type"": ""Point""}";51.40876529437846, 5.494872172726263
2034;11886;Woensel zuid;1424;;Particulier;Particulier;Particulier;Zitbank;Beton;Kunststof;Lak;Licht bruin;2006;Verharding;Overig;;"{""coordinates"": [5.468381937031549, 51.464410792217286], ""type"": ""Point""}";51.464410792217286, 5.468381937031549
2045;13293;Gestel;1725;Buitengebied 50;Sportpark;Sportpark;Sportpark;;;;;;2006;;;;"{""coordinates"": [5.45039668307775, 51.41420275941243], ""type"": ""Point""}";51.41420275941243, 5.45039668307775
2049;13298;Gestel;1725;Buitengebied 50;Sportpark;Sportpark;Sportpark;;;;;;2006;;;;"{""coordinates"": [5.450181103688772, 51.414397463610264], ""type"": ""Point""}";51.414397463610264, 5.450181103688772
2051;13301;Gestel;1725;Buitengebied 50;Sportpark;Sportpark;Sportpark;;;;;;2006;;;;"{""coordinates"": [5.450006532649652, 51.414789662842836], ""type"": ""Point""}";51.414789662842836, 5.450006532649652
2069;10403;Gestel;1711;Buitengebied 601;BOR;BOR buitengebied;BOR Natuur;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.473089952880781, 51.425595261913486], ""type"": ""Point""}";51.425595261913486, 5.473089952880781
2075;12266;Woensel noord 2;1534;Albert Camuslaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Licht bruin;2006;Verharding;Plein;;"{""coordinates"": [5.47089360651271, 51.488994733294625], ""type"": ""Point""}";51.488994733294625, 5.47089360651271
2081;12651;Gestel;1721;Severijnpark;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.45086983455212, 51.42912382929132], ""type"": ""Point""}";51.42912382929132, 5.45086983455212
2082;13329;Gestel;1731;Severijnpark;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.445927027298766, 51.423356056304655], ""type"": ""Point""}";51.423356056304655, 5.445927027298766
2086;10929;Woensel noord 1;1513;Koning Arthurlaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Staal;Lak;Anders;2008;Beplanting;Park;;"{""coordinates"": [5.46825478090652, 51.47127097658077], ""type"": ""Point""}";51.47127097658077, 5.46825478090652
2088;13350;Gestel;1721;Severijnpark;BOR;BOR Stedelijk;BOR Stedelijk;Picknickset;Hout;Hout;Beits;Licht bruin;2011;Gazon;Park;;"{""coordinates"": [5.4476013608440095, 51.42370895718965], ""type"": ""Point""}";51.42370895718965, 5.4476013608440095
2091;15536;Strijp 1;1616;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.454964075099669, 51.4472554172184], ""type"": ""Point""}";51.4472554172184, 5.454964075099669
2093;15538;Strijp 1;1616;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.4563949117001735, 51.44677398694908], ""type"": ""Point""}";51.44677398694908, 5.4563949117001735
2098;15543;Strijp 1;1616;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.453954331175292, 51.44752864525641], ""type"": ""Point""}";51.44752864525641, 5.453954331175292
2104;15550;Woensel noord 1;1511;;BOR;BOR Stedelijk;;;;;;;;;;;"{""coordinates"": [5.448292976339745, 51.475737351842795], ""type"": ""Point""}";51.475737351842795, 5.448292976339745
2106;15552;Woensel noord 1;1511;;BOR;BOR Stedelijk;;;;;;;;;;;"{""coordinates"": [5.448883711313868, 51.475890179483955], ""type"": ""Point""}";51.475890179483955, 5.448883711313868
2107;15553;Woensel noord 1;1511;;BOR;BOR Stedelijk;;;;;;;;;;;"{""coordinates"": [5.448330689904361, 51.4757704821548], ""type"": ""Point""}";51.4757704821548, 5.448330689904361
2113;15429;Woensel zuid;1423;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.457866984287103, 51.4608655335067], ""type"": ""Point""}";51.4608655335067, 5.457866984287103
2114;15431;Woensel zuid;1423;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.4577165443018, 51.460726039935196], ""type"": ""Point""}";51.460726039935196, 5.4577165443018
2123;15446;Woensel zuid;1433;;BOR;BOR Stedelijk;;;;Kunststof;;;;;;;"{""coordinates"": [5.4947000086286275, 51.45734666791682], ""type"": ""Point""}";51.45734666791682, 5.4947000086286275
2125;15448;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Groen;;Verharding;Park;;"{""coordinates"": [5.451883233034963, 51.473846355561], ""type"": ""Point""}";51.473846355561, 5.451883233034963
2129;15452;Woensel noord 1;1511;;BOR;BOR Stedelijk;;;;;;;;;;;"{""coordinates"": [5.450284722065594, 51.47354907097901], ""type"": ""Point""}";51.47354907097901, 5.450284722065594
2132;15455;Woensel noord 1;1511;;BOR;BOR Stedelijk;;;;;;;;;;;"{""coordinates"": [5.452931254506464, 51.47267508634115], ""type"": ""Point""}";51.47267508634115, 5.452931254506464
2133;15456;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Kunststof;Kunststof;Anders;Donker bruin;;Gazon;Park;;"{""coordinates"": [5.453046197584892, 51.473243130987214], ""type"": ""Point""}";51.473243130987214, 5.453046197584892
2137;15559;Strijp 2;1633;;Particulier;Particulier;BOR Stedelijk;;;Hout;;;;;;;"{""coordinates"": [5.41468188671355, 51.43162631673345], ""type"": ""Point""}";51.43162631673345, 5.41468188671355
2145;15573;Stratum;1221;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.495298070744263, 51.418496468379026], ""type"": ""Point""}";51.418496468379026, 5.495298070744263
2146;15574;Strijp 2;1635;;BOR;BOR Stedelijk;;;Beton;Hout;Onbehandeld;Donker bruin;;Verharding;;;"{""coordinates"": [5.40173238359287, 51.435199914123565], ""type"": ""Point""}";51.435199914123565, 5.40173238359287
2150;15053;Woensel noord 2;1546;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Donker bruin;;Verharding;Park;;"{""coordinates"": [5.498601125902736, 51.486913817025844], ""type"": ""Point""}";51.486913817025844, 5.498601125902736
2159;15244;Strijp 1;1622;;BOR;BOR Stedelijk;;Solitaire bank;Staal;Kunststof;Anders;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.447347456233741, 51.437054508110066], ""type"": ""Point""}";51.437054508110066, 5.447347456233741
2165;15250;Gestel;1722;;BOR;BOR Stedelijk;;;Beton;Kunststof;;;;;;;"{""coordinates"": [5.457804293742993, 51.42329472944987], ""type"": ""Point""}";51.42329472944987, 5.457804293742993
2166;15251;Tongelre;1333;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.5202242355739966, 51.44584163563293], ""type"": ""Point""}";51.44584163563293, 5.5202242355739966
2168;15253;Tongelre;1333;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.520169815683981, 51.445855387518456], ""type"": ""Point""}";51.445855387518456, 5.520169815683981
2170;15256;Woensel zuid;1411;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.463094394096097, 51.447506790369], ""type"": ""Point""}";51.447506790369, 5.463094394096097
2172;15258;Woensel noord 1;1531;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.46190527956358, 51.48098991485093], ""type"": ""Point""}";51.48098991485093, 5.46190527956358
2173;15259;Tongelre;1322;;;BOR Stedelijk;BOR Stedelijk;;;Hout;;;;;;;"{""coordinates"": [5.518599425682644, 51.43876092507756], ""type"": ""Point""}";51.43876092507756, 5.518599425682644
2174;15261;Strijp 2;1635;;BOR;BOR Stedelijk;;Picknickset;Beton;Hout;Onbehandeld;Donker bruin;;Gazon;;;"{""coordinates"": [5.395865441903477, 51.43917624789734], ""type"": ""Point""}";51.43917624789734, 5.395865441903477
2178;15265;Stratum;1223;;Particulier;Particulier;Particulier;;;;;;;;;;"{""coordinates"": [5.481629765785452, 51.41811681992266], ""type"": ""Point""}";51.41811681992266, 5.481629765785452
2186;15273;Centrum;1113;;Particulier;Particulier;Particulier;;;;;;;;;;"{""coordinates"": [5.474208653707442, 51.440315582783974], ""type"": ""Point""}";51.440315582783974, 5.474208653707442
2193;15059;Park Henri Dunant;1532;;BOR;BOR Stedelijk;;;;;;;;;;;"{""coordinates"": [5.471620447860174, 51.47755308081345], ""type"": ""Point""}";51.47755308081345, 5.471620447860174
2195;15064;Strijp 1;1611;;Particulier;Particulier;Particulier;;;;;;;;;;"{""coordinates"": [5.468140750496312, 51.43826887166503], ""type"": ""Point""}";51.43826887166503, 5.468140750496312
2204;15078;Stratum;1226;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Lak;Donker bruin;;Verharding;Park;;"{""coordinates"": [5.4784119782370935, 51.413006958977405], ""type"": ""Point""}";51.413006958977405, 5.4784119782370935
2207;15579;Tongelre;1328;;BOR;BOR Stedelijk;;Solitaire bank;Staal;Kunststof;Anders;Anders;;Verharding;Park;;"{""coordinates"": [5.528627499023978, 51.433487521664254], ""type"": ""Point""}";51.433487521664254, 5.528627499023978
2213;15585;Tongelre;1328;;BOR;BOR Stedelijk;;Solitaire bank;Staal;Kunststof;Anders;Anders;;Verharding;Park;;"{""coordinates"": [5.528191996953249, 51.433530044829496], ""type"": ""Point""}";51.433530044829496, 5.528191996953249
2217;15589;Woensel zuid;1433;;Sportpark;BOR Stedelijk;;Solitaire bank;Beton;Bamboe;Anders;Zwart;;Gazon;Park;;"{""coordinates"": [5.490868200405116, 51.45703767769233], ""type"": ""Point""}";51.45703767769233, 5.490868200405116
2223;15593;Gestel;1711;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.470106709091217, 51.429976441097836], ""type"": ""Point""}";51.429976441097836, 5.470106709091217
2225;15595;Strijp 2;1640;;BOR;BOR Stedelijk;;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;;Verharding;;;"{""coordinates"": [5.411391495527747, 51.44204012780962], ""type"": ""Point""}";51.44204012780962, 5.411391495527747
2234;15630;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.452816461980051, 51.42394719023115], ""type"": ""Point""}";51.42394719023115, 5.452816461980051
2237;14981;Park Philips van Lennep;1623;;BOR;BOR Stedelijk;;;;Kunststof;;;;;;;"{""coordinates"": [5.432193815155033, 51.44660059079994], ""type"": ""Point""}";51.44660059079994, 5.432193815155033
2239;14988;Woensel noord 1;1512;;Particulier;Particulier;Particulier;;;;;;;;;;"{""coordinates"": [5.454027399036682, 51.47157572512272], ""type"": ""Point""}";51.47157572512272, 5.454027399036682
2240;14990;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.451393479140712, 51.47465021219802], ""type"": ""Point""}";51.47465021219802, 5.451393479140712
2241;14991;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Kunststof;Anders;Zwart;;Verharding;Park;;"{""coordinates"": [5.4503326404477015, 51.4763542678353], ""type"": ""Point""}";51.4763542678353, 5.4503326404477015
2243;14995;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.451971975501203, 51.475197174484045], ""type"": ""Point""}";51.475197174484045, 5.451971975501203
2245;14998;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Kunststof;Anders;Zwart;;Verharding;Park;;"{""coordinates"": [5.450542350562903, 51.476106777195845], ""type"": ""Point""}";51.476106777195845, 5.450542350562903
2246;14999;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Kunststof;Anders;Zwart;;Verharding;Park;;"{""coordinates"": [5.450073253595791, 51.475955716778365], ""type"": ""Point""}";51.475955716778365, 5.450073253595791
2247;15000;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Kunststof;Anders;Zwart;;Verharding;Park;;"{""coordinates"": [5.451042470364315, 51.475878281957876], ""type"": ""Point""}";51.475878281957876, 5.451042470364315
2248;15002;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.451781602428805, 51.474405524045515], ""type"": ""Point""}";51.474405524045515, 5.451781602428805
2257;15011;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Kunststof;Anders;Zwart;;Verharding;Park;;"{""coordinates"": [5.451019415052293, 51.476404750831286], ""type"": ""Point""}";51.476404750831286, 5.451019415052293
2262;15633;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.452833884765323, 51.42393517151683], ""type"": ""Point""}";51.42393517151683, 5.452833884765323
2264;15635;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.455849822972509, 51.42616026898723], ""type"": ""Point""}";51.42616026898723, 5.455849822972509
2265;15636;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.453863717476636, 51.42448983485507], ""type"": ""Point""}";51.42448983485507, 5.453863717476636
2266;15637;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.4535782142545886, 51.42456691428274], ""type"": ""Point""}";51.42456691428274, 5.4535782142545886
2268;15639;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.452777376988743, 51.42385266028266], ""type"": ""Point""}";51.42385266028266, 5.452777376988743
2272;15643;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.456302285334036, 51.42614433382419], ""type"": ""Point""}";51.42614433382419, 5.456302285334036
2274;15645;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.455970938390393, 51.426193284787345], ""type"": ""Point""}";51.426193284787345, 5.455970938390393
2275;15646;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.455170470487758, 51.425616717833286], ""type"": ""Point""}";51.425616717833286, 5.455170470487758
2276;15647;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.45595374095899, 51.42619267473368], ""type"": ""Point""}";51.42619267473368, 5.45595374095899
2278;15649;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.45431904485686, 51.42506403972343], ""type"": ""Point""}";51.42506403972343, 5.45431904485686
2282;15653;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.45602092198116, 51.42601509056761], ""type"": ""Point""}";51.42601509056761, 5.45602092198116
2283;15654;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.456003739685829, 51.42601493893513], ""type"": ""Point""}";51.42601493893513, 5.456003739685829
2284;15655;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.4551201909312805, 51.42564631097618], ""type"": ""Point""}";51.42564631097618, 5.4551201909312805
2294;15665;Gestel;1721;;Particulier;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.452778195403061, 51.423841891375204], ""type"": ""Point""}";51.423841891375204, 5.452778195403061
2297;15668;Woensel zuid;1435;;BOR;BOR Stedelijk;;;;Kunststof;;;;;;;"{""coordinates"": [5.4952536439736255, 51.464808433516694], ""type"": ""Point""}";51.464808433516694, 5.4952536439736255
2299;15671;Strijp 2;1631;;BOR;BOR Stedelijk;;Picknickset;Staal;Hout;Onbehandeld;Licht bruin;;Verharding;;;"{""coordinates"": [5.392642830432188, 51.47183690089507], ""type"": ""Point""}";51.47183690089507, 5.392642830432188
2301;15673;Park Centrum;1112;;BOR;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.479044733533604, 51.43032339065608], ""type"": ""Point""}";51.43032339065608, 5.479044733533604
2306;15022;Woensel noord 1;1524;;Particulier;Particulier;Particulier;;;Hout;;;;;;;"{""coordinates"": [5.440820202850352, 51.48856564531509], ""type"": ""Point""}";51.48856564531509, 5.440820202850352
2308;15024;Woensel noord 1;1524;;Particulier;Particulier;Particulier;;;Hout;;;;;;;"{""coordinates"": [5.441048515820153, 51.488507760701765], ""type"": ""Point""}";51.488507760701765, 5.441048515820153
2318;15901;Woensel zuid;1425;;BOR;BOR Stedelijk;BOR Stedelijk;Vivanti (Ouderen bank);Staal;Hout;Onbehandeld;Licht bruin;2016;Verharding;Overig;Velopa;"{""coordinates"": [5.474106591969534, 51.46705066391126], ""type"": ""Point""}";51.46705066391126, 5.474106591969534
2319;15890;Gestel;1713;;BOR;BOR Stedelijk;BOR Stedelijk;Vivanti (Ouderen bank);Staal;Hout;Onbehandeld;Licht bruin;2016;Gazon;Park;Velopa;"{""coordinates"": [5.462363699741793, 51.43409208738896], ""type"": ""Point""}";51.43409208738896, 5.462363699741793
2321;15892;Strijp 1;1613;;BOR;BOR Stedelijk;BOR Stedelijk;Vivanti (Ouderen bank);Staal;Hout;Onbehandeld;Licht bruin;2016;Verharding;Park;Velopa;"{""coordinates"": [5.4589794268367715, 51.43372763912645], ""type"": ""Point""}";51.43372763912645, 5.4589794268367715
2322;15893;Strijp 1;1613;;BOR;BOR Stedelijk;BOR Stedelijk;Vivanti (Ouderen bank);Staal;Hout;Onbehandeld;Licht bruin;2016;Verharding;Park;Velopa;"{""coordinates"": [5.458935516011212, 51.43361376170498], ""type"": ""Point""}";51.43361376170498, 5.458935516011212
2326;15034;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Kunststof;Anders;Zwart;;Verharding;Park;;"{""coordinates"": [5.45077845389534, 51.476702155400986], ""type"": ""Point""}";51.476702155400986, 5.45077845389534
2327;15035;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Kunststof;Anders;Zwart;;Verharding;Park;;"{""coordinates"": [5.450324377983795, 51.475648240846354], ""type"": ""Point""}";51.475648240846354, 5.450324377983795
2333;15043;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.451432814610767, 51.475138202291404], ""type"": ""Point""}";51.475138202291404, 5.451432814610767
2335;15045;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.451909529551354, 51.47527430489066], ""type"": ""Point""}";51.47527430489066, 5.451909529551354
2336;15047;Woensel noord 1;1511;;BOR;BOR Stedelijk;;Solitaire bank;Beton;Hout;Beits;Licht bruin;;Verharding;Park;;"{""coordinates"": [5.451442511267734, 51.47466560965343], ""type"": ""Point""}";51.47466560965343, 5.451442511267734
2337;15051;Park Henri Dunant;1532;;BOR;BOR Stedelijk;;;;;;;;;;;"{""coordinates"": [5.472784695110152, 51.477445086135255], ""type"": ""Point""}";51.477445086135255, 5.472784695110152
2342;15694;Woensel zuid;1434;;BOR;BOR Stedelijk;;;;Kunststof;;;;;;;"{""coordinates"": [5.495632084915334, 51.45880163461767], ""type"": ""Point""}";51.45880163461767, 5.495632084915334
2346;15699;Tongelre;1335;;BOR;BOR Stedelijk;;;;Kunststof;;;;;;;"{""coordinates"": [5.512929705204875, 51.44891994381419], ""type"": ""Point""}";51.44891994381419, 5.512929705204875
2349;15705;Tongelre;1311;;BOR;BOR Stedelijk;BOR Stedelijk;Vivanti (stoel);Staal;Hout;Onbehandeld;Licht bruin;2014;Verharding;Overig;Velopa;"{""coordinates"": [5.489647345332376, 51.441607429889], ""type"": ""Point""}";51.441607429889, 5.489647345332376
2350;15707;Tongelre;1311;;BOR;BOR Stedelijk;BOR Stedelijk;Vivanti (stoel);Staal;Hout;Onbehandeld;Licht bruin;2014;Verharding;Overig;Velopa;"{""coordinates"": [5.489652422370032, 51.441600917624996], ""type"": ""Point""}";51.441600917624996, 5.489652422370032
2354;15711;Tongelre;1311;;BOR;BOR Stedelijk;BOR Stedelijk;Vivanti (stoel);Staal;Hout;Onbehandeld;Licht bruin;2014;Verharding;Overig;Velopa;"{""coordinates"": [5.4890878653685204, 51.44170360517906], ""type"": ""Point""}";51.44170360517906, 5.4890878653685204
2358;15717;Tongelre;1311;;BOR;BOR Stedelijk;BOR Stedelijk;Vivanti (Ouderen bank);Staal;Hout;Onbehandeld;Licht bruin;2014;Verharding;Overig;Velopa;"{""coordinates"": [5.487990398511191, 51.44158217958504], ""type"": ""Point""}";51.44158217958504, 5.487990398511191
2362;15831;Strijp 1;1622;;;Sportpark;;;;;;;;;;;"{""coordinates"": [5.449826469129285, 51.437021280624386], ""type"": ""Point""}";51.437021280624386, 5.449826469129285
2364;15833;Strijp 1;1622;;;Sportpark;;;;;;;;;;;"{""coordinates"": [5.450066503656572, 51.4365639332905], ""type"": ""Point""}";51.4365639332905, 5.450066503656572
2366;15835;Strijp 1;1612;;;BOR Stedelijk;;;;Kunststof;;;;;;;"{""coordinates"": [5.461429035536978, 51.440885032393304], ""type"": ""Point""}";51.440885032393304, 5.461429035536978
2367;15836;Strijp 1;1612;;;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.460337924850666, 51.44214017311292], ""type"": ""Point""}";51.44214017311292, 5.460337924850666
2368;15837;Woensel noord 1;1511;;;BOR Natuur;;;;;;;;;;;"{""coordinates"": [5.451078288724491, 51.47391275908445], ""type"": ""Point""}";51.47391275908445, 5.451078288724491
2369;15839;Strijp 1;1616;;;Particulier;Particulier;;;Kunststof;;;;;;;"{""coordinates"": [5.459687600287551, 51.44428118648438], ""type"": ""Point""}";51.44428118648438, 5.459687600287551
2375;15849;Strijp 1;1624;;;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.442402786153097, 51.445904652996525], ""type"": ""Point""}";51.445904652996525, 5.442402786153097
2379;15853;Strijp 1;1624;;;BOR Stedelijk;;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;;;Plein;;"{""coordinates"": [5.449193182189746, 51.44861837864887], ""type"": ""Point""}";51.44861837864887, 5.449193182189746
2385;15860;Park Philips de Jongh;1627;;;BOR Natuur;;;;;;;;;;;"{""coordinates"": [5.443299687627904, 51.45945718525146], ""type"": ""Point""}";51.45945718525146, 5.443299687627904
2386;15861;Park Philips de Jongh;1627;;;BOR Natuur;;;;Kunststof;;;;;;;"{""coordinates"": [5.443936250410216, 51.459283808531545], ""type"": ""Point""}";51.459283808531545, 5.443936250410216
2390;15866;Park Philips de Jongh;1627;;;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.439208562951447, 51.45681550633326], ""type"": ""Point""}";51.45681550633326, 5.439208562951447
2392;15868;Park Philips de Jongh;1627;;;BOR Stedelijk;;;;Kunststof;;;;;;;"{""coordinates"": [5.442479019953798, 51.458138996516425], ""type"": ""Point""}";51.458138996516425, 5.442479019953798
2393;15869;Park Philips de Jongh;1627;;;BOR Stedelijk;;;;Hout;;;;;;;"{""coordinates"": [5.442068063396923, 51.46057283430798], ""type"": ""Point""}";51.46057283430798, 5.442068063396923
2394;15870;Strijp 1;1627;;;BOR Natuur;;;Beton;Kunststof;;;;;;;"{""coordinates"": [5.434893526568697, 51.46669864280583], ""type"": ""Point""}";51.46669864280583, 5.434893526568697
